[3.75],[1.875],[0.234375],[-0.6796875],[-0.85351562],[-0.57463728],[-0.18379429],[0.09331355],[0.18987637],[0.15185034]
[5.],[3.75],[2.1875],[0.9140625],[0.1390625],[-0.1859189],[-0.22333885],[-0.13855392],[-0.04291681],[0.01521041]
